SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,price_per_sqft,property_age,listing_category
1555,3,3,Suburb,1992,160400.08271773896,103.15117859661669,33,Budget
1928,5,3,Suburb,1974,264870.966778204,137.38120683516806,51,High-End
2445,2,2,Urban,1997,241660.31778943609,98.83857578300045,28,Mid-Range
1258,4,1,Rural,2003,193822.0647131141,154.07159357163283,22,Mid-Range
2648,2,2,Suburb,1959,288318.0380934643,108.88143432532638,66,High-End
2762,2,3,Rural,1963,230776.2031357009,83.55401996223783,62,Mid-Range
1064,2,1,Suburb,1979,117254.8514644499,110.201928068092,46,Budget
1162,3,2,Rural,2018,174239.96353259785,149.9483335048174,7,Budget
2187,3,3,Rural,2004,247499.33429260677,113.1684198868801,21,Mid-Range
2701,4,3,Rural,1955,377947.0700601043,139.9285709219194,70,High-End
1038,3,2,Rural,2012,107714.15829900531,103.77086541329992,13,Budget
1664,2,1,Urban,1991,210834.8112172745,126.7036125103813,34,Mid-Range
1319,4,1,Rural,1962,142683.18327534207,108.17527162649134,63,Budget
1359,4,2,Urban,2005,181157.04855423103,133.3017281488087,20,Budget
1268,4,3,Urban,1980,129268.71083443271,101.94693283472611,45,Budget
1323,2,2,Urban,2000,239821.8988936092,181.27127656357462,25,Mid-Range
1325,3,3,Rural,1963,175548.1708853044,132.48918557381464,62,Budget
2610,5,3,Urban,1978,307719.5194099143,117.90019900763001,47,High-End
1256,3,3,Suburb,1996,119443.1429157692,95.09804372274618,29,Budget
1199,5,3,Urban,1966,212642.61574968533,177.34997143426634,59,Mid-Range
2461,2,2,Urban,1974,227615.94732063613,92.48921061383021,51,Mid-Range
1609,3,3,Urban,1991,160196.7876762789,99.56295069998689,34,Budget
2127,2,1,Urban,1984,181102.28540794997,85.14446892710389,41,Budget
2395,2,1,Urban,2007,328016.78904334607,136.95899333751402,18,High-End
1904,4,2,Urban,1960,147264.7683594506,77.34494136525767,65,Budget
1163,3,3,Suburb,1954,141603.40120751175,121.75700877688027,71,Budget
2136,4,3,Suburb,2005,307861.8106327022,144.13006115763213,20,High-End
1614,3,3,Suburb,2012,209068.1148610275,129.53414799320169,13,Mid-Range
2572,2,2,Suburb,2014,244360.6654323545,95.00803477152196,11,Mid-Range
1105,4,1,Rural,1975,78595.36989135003,71.12703157588237,50,Budget
1698,2,3,Suburb,1996,174658.2873498069,102.86118218480972,29,Budget
1363,5,1,Suburb,2021,166677.35286060526,122.2871260899525,4,Budget
2044,2,3,Suburb,1970,191249.20533153455,93.56614742247288,55,Mid-Range
1659,5,3,Urban,1984,207190.67722654567,124.88889525409624,41,Mid-Range
2152,5,1,Suburb,1991,297799.1420941259,138.38250097310683,34,High-End
2506,4,2,Suburb,1954,248367.62313722252,99.10918720559557,71,Mid-Range
1698,4,3,Rural,1995,215445.4022593447,126.88186234354812,30,Mid-Range
2819,3,2,Suburb,2008,301747.2640360134,107.04053353530095,17,High-End
2222,3,3,Urban,1982,278388.4358545549,125.2873248670364,43,High-End
1746,4,3,Rural,2009,273283.1219501401,156.51954292676982,16,High-End
2975,3,3,Rural,2015,306427.5686719408,103.00086341913978,10,High-End
2643,2,3,Urban,2020,276070.6464819187,104.45351739762341,5,High-End
2544,2,2,Urban,1970,223440.8235797563,87.83051241342622,55,Mid-Range
1960,2,2,Rural,2001,290314.62186586106,148.11970503360257,24,High-End
2443,2,1,Urban,1983,254066.1519464167,103.99760619992497,42,Mid-Range
2249,2,2,Suburb,1995,266410.4591202575,118.45729618508561,30,High-End
1929,5,2,Urban,1953,315332.47308072506,163.46940024920946,72,High-End
1208,2,1,Rural,1979,148208.92248978044,122.68950537233479,46,Budget
2268,3,1,Urban,1988,333363.8460985756,146.98582279478643,37,High-End
2311,4,3,Suburb,2008,273848.1779191713,118.49769706584651,17,High-End
2089,4,1,Rural,1961,275830.5007445093,132.03949293657698,64,High-End
2891,3,2,Urban,1973,377957.8614395636,130.73602955363668,52,High-End
2176,3,1,Urban,1970,226725.7213381088,104.19380576199853,55,Mid-Range
1490,3,3,Suburb,1985,157575.4420400161,105.75533022819872,40,Budget
2458,4,2,Urban,2006,307058.3567002545,124.92203283167392,19,High-End
1702,3,3,Rural,1954,243024.66303389453,142.78769860980876,71,Mid-Range
2241,3,2,Suburb,1998,228492.06280384475,101.95986738234929,27,Mid-Range
2452,5,1,Urban,2004,240451.35736538604,98.06335944754733,21,Mid-Range
1501,5,1,Urban,1954,178721.35458199188,119.06819092737634,71,Budget
1665,5,1,Rural,2016,164331.6272918841,98.69767404917964,9,Budget
2812,4,1,Suburb,2002,289321.34602354094,102.88810313781684,23,High-End
2617,3,1,Rural,1954,269305.28385327815,102.90610770090873,71,High-End
1220,2,2,Rural,1965,75931.85438675692,62.23922490717781,60,Budget
1434,4,3,Urban,1969,175978.15875464867,122.71838127939237,56,Budget
1279,5,3,Suburb,1971,100698.0872206887,78.731889930171,54,Budget
2646,5,3,Urban,2006,355252.3293140996,134.26013957448964,19,High-End
2115,4,3,Rural,1968,342494.78955302207,161.93607071064872,57,High-End
1523,4,1,Urban,1952,179608.9960186975,117.93105450997867,73,Budget
2162,3,3,Urban,1991,225955.26912572948,104.51215038192854,34,Mid-Range
1666,4,3,Urban,1962,204719.84804192896,122.88106124965724,63,Mid-Range
2046,2,2,Suburb,1977,314313.4692315202,153.62339649634418,48,High-End
2440,2,2,Suburb,1954,359347.699260528,147.27364723792132,71,High-End
2999,4,1,Urban,1989,316435.61715860094,105.5137102896302,36,High-End
1731,2,2,Suburb,2007,230879.6452380185,133.37934444715108,18,Mid-Range
1347,3,1,Rural,1960,37107.80959469125,27.548485222487937,65,Budget
2260,4,3,Suburb,1979,232480.52026867392,102.86748684454598,46,Mid-Range
1764,2,3,Rural,1978,260457.4494373781,147.65161532731184,47,High-End
1933,5,1,Rural,1986,190257.05374986792,98.42579086904703,39,Mid-Range
1182,3,3,Suburb,1972,184156.29678012076,155.80058949248794,53,Budget
1507,4,1,Suburb,1990,207120.6814332344,137.43907195304206,35,Mid-Range
1197,4,2,Urban,2002,213385.61815544424,178.2670160028774,23,Mid-Range
2705,4,2,Suburb,1972,255434.99063535675,94.4306804566938,53,Mid-Range
2146,5,3,Urban,2017,114908.62235120693,53.54549037800882,8,Budget
2948,2,2,Rural,2014,282779.75364723743,95.92257586405611,11,High-End
2569,4,1,Suburb,1968,195526.66460057255,76.11002903875927,57,Mid-Range
1380,2,2,Urban,1997,125506.44970286744,90.94670268323728,28,Budget
1824,3,3,Urban,1959,194279.8562183971,106.51307906710367,66,Mid-Range
2538,5,3,Urban,1985,279512.6699718643,110.13107563903243,40,High-End
2029,5,1,Urban,1993,281818.2247896789,138.89513296682054,32,High-End
2327,3,2,Rural,1972,268620.35012519755,115.43633438985714,53,High-End
2637,3,2,Rural,1963,244719.1850391916,92.80211795191187,62,Mid-Range
1191,4,1,Rural,1955,219254.75343938603,184.09299197261632,70,Mid-Range
2399,3,1,Rural,1999,144195.01114845328,60.10629893641237,26,Budget
1524,5,1,Rural,2006,220228.2905857636,144.50675235286326,19,Mid-Range
2059,2,3,Urban,1996,174511.86080029592,84.75563904822532,29,Budget
2998,2,3,Suburb,1982,412232.59081682266,137.50253196024772,43,High-End
2093,2,1,Urban,1962,183066.80355188128,87.46622243281476,63,Budget
1288,2,2,Suburb,2017,201032.8260079437,156.0813866521302,8,Mid-Range
1104,2,1,Rural,1986,137792.03180994207,124.81162301625187,39,Budget
2739,2,1,Suburb,1985,318884.14640520606,116.42356568280616,40,High-End
1312,5,1,Suburb,1976,172881.1993990556,131.76920685903627,49,Budget
2078,3,1,Rural,1951,207890.8761103933,100.04373248815847,74,Mid-Range
2130,5,3,Urban,2001,174696.78834684924,82.01727152434236,24,Budget
2676,4,3,Suburb,1961,266282.69019734254,99.50773176283353,64,High-End
2760,2,2,Rural,1966,262408.5930684553,95.07557719871568,59,High-End
1306,3,3,Suburb,2006,63968.89699789128,48.98077871201476,19,Budget
2883,3,1,Urban,1979,340062.8892033952,117.95452278993938,46,High-End
1820,2,1,Urban,1968,301396.4392937751,165.6024391724039,57,High-End
1035,3,1,Rural,2006,75731.49927737816,73.17053070278082,19,Budget
2156,2,2,Rural,1967,239272.6558991444,110.97989605711706,58,Mid-Range
1886,4,3,Urban,1980,237304.05249915653,125.8239939019918,45,Mid-Range
2048,2,1,Urban,2006,169271.0170561002,82.65186379692392,19,Budget
2872,4,1,Rural,2016,372488.0082750652,129.69638171137368,9,High-End
2060,3,1,Suburb,1966,264307.23333469825,128.30448220130984,59,High-End
2042,5,2,Rural,1956,318119.86150567344,155.78837488034938,69,High-End
1034,3,3,Rural,1990,104565.60510698984,101.12727766633446,35,Budget
2386,5,2,Urban,1983,286257.1871283744,119.97367440418039,42,High-End
2441,2,3,Rural,1957,301610.9483327431,123.560404888465,68,High-End
2845,3,1,Urban,1970,285295.4540492102,100.27959720534629,55,High-End
2453,3,2,Suburb,2002,339215.93613777834,138.28615415319132,23,High-End
2541,4,2,Urban,1991,285583.0938699914,112.39004087760387,34,High-End
1466,2,2,Urban,1963,196015.89025210615,133.7079742510956,62,Mid-Range
1896,5,3,Suburb,1990,181910.95715008205,95.94459765299686,35,Budget
1198,2,2,Urban,1975,122318.2461035978,102.10204182270267,50,Budget
2569,4,2,Urban,1987,288929.65644447075,112.46775260586638,38,High-End
2591,4,1,Rural,1950,350208.09708371165,135.1632948991554,75,High-End
1767,4,2,Rural,1955,213718.6337333264,120.94999079418585,70,Mid-Range
2234,2,1,Rural,2009,218143.1092080271,97.64687072874982,16,Mid-Range
2632,4,1,Suburb,2000,279741.99731334904,106.28495338653079,25,High-End
2817,2,2,Rural,1961,281272.5851001,99.84827302097978,64,High-End
2524,4,1,Rural,1974,160241.21961584498,63.487012526087554,51,Budget
1240,3,3,Rural,1964,204280.5163792481,164.74235191874845,61,Mid-Range
2193,5,3,Rural,1981,329570.5508723959,150.28296893406107,44,High-End
2882,2,3,Urban,1984,245908.3745527492,85.32559838749106,41,Mid-Range
1293,5,1,Rural,2014,119006.33041476038,92.03892530143881,11,Budget
1921,2,3,Suburb,1955,194469.8930032838,101.23367673257876,70,Mid-Range
2762,2,3,Suburb,1965,304279.5474046746,110.16638211610231,60,High-End
2338,3,1,Rural,1982,275342.5395252532,117.76840869343592,43,High-End
2150,3,2,Urban,2005,155564.64758819382,72.35565004102038,20,Budget
1467,2,1,Suburb,1994,275243.68142819125,187.6235047226934,31,High-End
2815,4,1,Rural,1971,328896.3432899526,116.83706688808263,54,High-End
1366,2,2,Suburb,1961,195156.72350789423,142.86729392964438,64,Mid-Range
2044,2,3,Urban,1951,263229.09555478103,128.78135790351322,74,High-End
1315,3,3,Suburb,2005,45686.85307920736,34.74285405262917,20,Budget
1757,3,1,Rural,1960,194963.441806136,110.96382572916106,65,Mid-Range
2113,5,3,Suburb,2005,289899.54188327544,137.19807945256764,20,High-End
2427,5,1,Rural,1993,230527.8894347525,94.98470928502368,32,Mid-Range
2541,4,1,Urban,1976,250959.8071228712,98.76419013100008,49,Mid-Range
1450,5,3,Rural,2021,183240.5634094272,126.37280235132911,4,Budget
1777,5,1,Suburb,1955,278592.3785754738,156.776802799929,70,High-End
1907,5,3,Rural,1955,218636.05336669707,114.6492151896681,70,Mid-Range
2632,4,2,Urban,1971,300670.3222567104,114.23644462640972,54,High-End
2173,2,1,Rural,1961,126367.02578105035,58.15325622689846,64,Budget
1445,2,3,Rural,1956,132126.70422957768,91.43716555680116,69,Budget
1956,4,2,Suburb,2020,210616.2941805459,107.67704201459402,5,Mid-Range
1079,2,1,Urban,1977,145761.53048822036,135.08946291772045,48,Budget
2040,5,2,Rural,1997,232486.43106727343,113.96393679768305,28,Mid-Range
1137,5,1,Suburb,1972,160745.9950837858,141.37730438327685,53,Budget
1651,5,3,Urban,1963,281549.0384841232,170.53242791285476,62,High-End
1850,5,2,Rural,1951,97186.75302509184,52.53338001356315,74,Budget
2531,2,2,Urban,2009,239983.2518277109,94.81756295049819,16,Mid-Range
1551,4,2,Urban,1974,113225.28140327014,73.00147092409422,51,Budget
2942,4,3,Rural,2005,306429.7679021852,104.15695713874412,20,High-End
2703,4,1,Suburb,2014,236122.7283339029,87.35580034550607,11,Mid-Range
1073,3,3,Suburb,2014,169734.17835849017,158.18655951397034,11,Budget
2097,4,2,Suburb,1969,171823.2510173415,81.93764950755437,56,Budget
1049,3,2,Rural,1963,80921.97879746914,77.14201982599538,62,Budget
2033,4,2,Urban,2005,220138.2328634912,108.28245590924308,20,Mid-Range
2126,5,3,Suburb,1950,336181.8876179903,158.12882766603497,75,High-End
2885,4,2,Suburb,1999,336793.4311105545,116.7394908528785,26,High-End
1387,3,1,Urban,2002,161152.72525022624,116.1879778300117,23,Budget
1384,5,1,Rural,1991,216195.581078099,156.2106799697247,34,Mid-Range
1298,3,3,Rural,2012,213668.060440212,164.6132977197319,13,Mid-Range
1338,2,1,Rural,1996,115962.36190331302,86.66843191577954,29,Budget
2412,2,3,Rural,2006,264920.0402229364,109.83417919690565,19,High-End
1473,2,3,Suburb,1979,185913.25946010285,126.21402543116284,46,Budget
1615,5,2,Suburb,2019,123534.08241532372,76.49169189803327,6,Budget
2825,5,3,Urban,1974,374046.5434270035,132.40585608035522,51,High-End
1961,3,2,Urban,1974,310273.8560020675,158.2222621122221,51,High-End
1791,5,1,Urban,1979,178353.2647288276,99.58306238348834,46,Budget
2165,4,1,Suburb,2013,238461.44841360496,110.14385608018705,12,Mid-Range
2832,3,2,Rural,2018,300742.89140275074,106.19452380040633,7,High-End
2193,4,2,Suburb,1955,333824.03214658925,152.22254087851766,70,High-End
1012,5,1,Rural,1984,154943.40683498344,153.10613323614965,41,Budget
2692,4,3,Rural,1970,301483.20952531975,111.99227694105488,55,High-End
1448,5,2,Urban,1995,249123.2384869833,172.04643541918736,30,Mid-Range
1173,5,2,Urban,2020,237442.04248065889,202.42288361522498,5,Mid-Range
2697,4,2,Rural,1951,327046.6151187145,121.26311276185187,74,High-End
2982,2,3,Suburb,2020,391077.7421749349,131.14612413646375,5,High-End
2155,5,3,Suburb,2010,267527.801251921,124.14283120738793,15,High-End
2563,3,2,Urban,1985,200602.6460400178,78.26868749122818,40,Mid-Range
1594,3,1,Urban,2001,243194.4339608297,152.56865367680658,24,Mid-Range
2920,2,3,Rural,2005,314926.6817715457,107.85160334641975,20,High-End
1931,4,2,Rural,1998,156763.9840281005,81.18279856452641,27,Budget
2898,2,3,Rural,1977,240748.00736726777,83.07384657255616,48,Mid-Range
1268,4,1,Urban,1961,132368.77317147364,104.3917769491117,64,Budget
2274,2,3,Rural,2003,236212.81256249305,103.87546726582808,22,Mid-Range
2393,5,1,Rural,1981,288560.4331985479,120.58522072651397,44,High-End
1617,3,3,Rural,1954,196712.5752508072,121.6527985471906,71,Mid-Range
1772,2,2,Suburb,1967,245267.54997298296,138.41283858520484,58,Mid-Range
1864,3,2,Rural,2019,262659.69264605705,140.9118522779276,6,High-End
1525,4,2,Urban,1973,249121.51617267472,163.3583712607703,52,Mid-Range
2615,2,1,Rural,1987,275221.01384371746,105.2470416228365,38,High-End
1887,2,1,Suburb,2014,145412.70950042846,77.06025940669235,11,Budget
2529,2,3,Rural,2016,237022.38638522007,93.72178188423095,9,Mid-Range
1671,2,2,Urban,1977,103688.5207870428,62.051777849816155,48,Budget
1177,3,3,Urban,2009,61619.62973792381,52.35312637036857,16,Budget
2690,5,1,Rural,1985,286229.40753350785,106.40498421319994,40,High-End
2570,3,2,Urban,1992,223196.4117852837,86.84685283474074,33,Mid-Range
1258,5,3,Suburb,1975,225389.47858286137,179.16492733136835,50,Mid-Range
1259,2,3,Urban,1976,202641.38277261663,160.9542357209028,49,Mid-Range
2158,5,3,Urban,2013,264211.8959241089,122.43368671182063,12,High-End
2484,3,3,Rural,1970,234708.37734651173,94.48807461614804,55,Mid-Range
2512,2,1,Urban,2016,224233.0864133531,89.26476369958324,9,Mid-Range
1642,3,1,Urban,1988,268590.45930088614,163.57518836838378,37,High-End
1080,3,3,Suburb,2008,151204.48531471784,140.0041530691832,17,Budget
2390,3,1,Suburb,1966,288505.29268821573,120.7135115850275,59,High-End
2082,5,2,Rural,2010,317885.69743175094,152.6828517923876,15,High-End
2097,2,2,Rural,2010,234622.1239628443,111.8846561577703,15,Mid-Range
2262,2,3,Rural,2008,258705.59078810943,114.3702877047345,17,Mid-Range
1128,3,2,Suburb,1958,204721.6008061661,181.49078085653022,67,Mid-Range
1411,4,2,Suburb,1981,25550.19612093121,18.10786401199944,44,Budget
1314,3,3,Suburb,1957,88809.06865815951,67.58681024213053,68,Budget
2397,5,1,Urban,1953,395569.2293149189,165.02679570918605,72,High-End
2460,5,3,Urban,1965,240490.18357141025,97.7602372241505,60,Mid-Range
2161,2,3,Urban,1975,246745.02317360468,114.18094547598551,50,Mid-Range
1454,4,1,Suburb,1999,110869.60948835616,76.25145081730135,26,Budget
1614,5,1,Urban,1964,165903.36853849638,102.79019116387632,61,Budget
1898,2,1,Rural,1961,176776.25662512096,93.13817525032717,64,Budget
1902,4,2,Suburb,2010,242344.6512916768,127.41569468542419,15,Mid-Range
2032,4,1,Urban,1964,230997.24219130675,113.67974517288718,61,Mid-Range
1231,2,2,Rural,1992,115655.93505394513,93.95283107550375,33,Budget
1610,5,1,Rural,1960,174941.0402112702,108.65903118712436,65,Budget
1729,3,3,Suburb,1964,114105.96523628512,65.99535294174963,61,Budget
1964,5,1,Urban,1961,267175.5343526961,136.03642278650514,64,High-End
2420,5,3,Suburb,2005,269429.3628849437,111.33444747311724,20,High-End
2772,5,3,Rural,1969,256013.77731694,92.35706252414863,56,Mid-Range
2757,2,1,Rural,1960,227702.3007356506,82.590605997697,65,Mid-Range
2703,2,2,Rural,2005,357958.3169208048,132.43000995960222,20,High-End
1881,3,2,Rural,2009,203591.74329497505,108.23590818446309,16,Mid-Range
2597,5,2,Rural,1979,268393.12483317795,103.34737190341853,46,High-End
1317,5,3,Urban,1974,177601.53711291705,134.85310335073427,51,Budget
2530,3,2,Urban,2007,341508.32937580644,134.98352939755196,18,High-End
1521,4,3,Rural,1981,344927.45492420124,226.77676194885026,44,High-End
2769,4,1,Urban,1996,197827.9724603463,71.44383259673033,29,Mid-Range
2110,3,2,Suburb,2014,209989.34240880352,99.52101535962252,11,Mid-Range
2802,5,1,Urban,1976,323668.0729339412,115.51323088291977,49,High-End
1715,2,1,Suburb,2015,157683.6674475692,91.94382941549225,10,Budget
2341,5,3,Suburb,1975,275363.3755830403,117.62638854465625,50,High-End
2356,3,3,Suburb,1986,285725.9532290556,121.27587148941241,39,High-End
2383,3,3,Suburb,2004,240679.88957403408,100.9986947436148,21,Mid-Range
2264,3,3,Urban,1999,272835.32470528054,120.51030243166102,26,High-End
2079,2,2,Suburb,1984,164745.65133987184,79.24273753721589,41,Budget
2133,5,3,Rural,2009,204723.39811043785,95.97908959701728,16,Mid-Range
2072,2,1,Urban,1956,262878.4643760408,126.87184574133244,69,High-End
2778,4,2,Suburb,1998,335896.29092116863,120.91299169228533,27,High-End
2039,5,2,Rural,1964,308210.63212770066,151.15774013129018,61,High-End
2096,3,2,Urban,1987,269344.4562813451,128.50403448537458,38,High-End
1883,5,2,Urban,1957,280947.403860795,149.2020201066357,68,High-End
1201,3,3,Rural,1966,137960.94035031062,114.87172385537936,59,Budget
1092,2,2,Suburb,1969,54607.8627336456,50.00720030553626,56,Budget
2672,5,2,Rural,1993,248572.08542070573,93.02847508259944,32,Mid-Range
2056,3,2,Suburb,2004,276455.93006374966,134.46300100376928,21,High-End
2623,2,3,Suburb,1991,324956.3971933064,123.88730354300664,34,High-End
1418,5,3,Rural,1986,244000.03570860444,172.0733679186209,39,Mid-Range
2226,5,2,Suburb,1959,297863.671980007,133.81117339622958,66,High-End
1550,4,2,Suburb,2015,198515.20563525992,128.07432621629673,10,Mid-Range
1625,5,1,Urban,1992,263191.0980444769,161.963752642755,33,High-End
1844,4,2,Suburb,1958,225282.79314662344,122.17071211855935,67,Mid-Range
2782,5,1,Suburb,2010,274099.4858915641,98.52605531688143,15,High-End
2878,4,1,Rural,1998,309543.58292800246,107.55510178179377,27,High-End
2944,2,2,Urban,2003,387509.7894614789,131.62696652903495,22,High-End
1881,5,3,Suburb,1955,214835.56443193316,114.21348454648228,70,Mid-Range
1719,2,3,Rural,2020,157896.55302618333,91.853724855255,5,Budget
2335,5,2,Suburb,1976,318214.7618960366,136.28041194691076,49,High-End
1943,5,1,Urban,1954,178125.57213462825,91.6755389267258,71,Budget
2492,5,3,Rural,1999,324084.7128465456,130.05004528352552,26,High-End
1393,5,3,Urban,1993,245780.361660876,176.43959918225124,32,Mid-Range
1808,5,1,Suburb,1993,130290.39208667776,72.06326995944566,32,Budget
1871,5,3,Urban,1981,208206.79889558087,111.28102559892083,44,Mid-Range
2234,3,1,Urban,2008,266126.86062280723,119.1257209591796,17,High-End
1866,5,2,Rural,1977,244928.8347838393,131.25875390345087,48,Mid-Range
1570,4,1,Suburb,1967,214950.61429242644,136.91121929453914,58,Mid-Range
2179,5,3,Rural,1979,268704.7494194825,123.31562616772946,46,High-End
1633,2,2,Rural,2005,163455.80327233853,100.095409229846,20,Budget
1631,4,2,Suburb,2008,154364.15785527747,94.64387360838595,17,Budget
1808,4,3,Suburb,1956,250175.8692903028,138.3716091207427,69,Mid-Range
1321,4,3,Urban,1954,158231.25775168685,119.78142146229133,71,Budget
2458,3,1,Suburb,1985,261878.21764005956,106.54117886088672,40,High-End
1573,5,1,Urban,1965,165095.9369546122,104.95609469460408,60,Budget
2693,2,2,Suburb,2016,318327.1112906443,118.20538852233356,9,High-End
2063,2,2,Urban,1980,326880.4932574049,158.44909997935284,45,High-End
2777,2,3,Urban,1957,310019.02240703325,111.63810673641817,68,High-End
2063,3,1,Urban,2016,214812.4807426353,104.12626308416641,9,Mid-Range
2476,3,2,Suburb,1985,322957.8377649669,130.43531412155366,40,High-End
1869,3,3,Urban,2009,300195.5579227568,160.6182760421385,16,High-End
2213,5,1,Rural,2003,251789.794311743,113.77758441560913,22,Mid-Range
1745,3,2,Rural,2014,208465.4726032609,119.46445421390308,11,Mid-Range
2038,2,3,Rural,1999,216068.2129096663,106.01973155528277,26,Mid-Range
2147,3,3,Urban,1999,214247.1246225491,99.78906596299446,26,Mid-Range
2763,2,2,Suburb,2019,261230.56049005484,94.54598642419647,6,High-End
2922,4,2,Urban,1991,377865.34373358986,129.3173660963689,34,High-End
2303,2,1,Urban,2008,202965.5129303598,88.13092181083795,17,Mid-Range
1936,4,2,Suburb,1963,217408.46352067863,112.29776008299517,62,Mid-Range
1958,5,2,Urban,1972,342841.5588534864,175.0978339394721,53,High-End
1047,3,2,Urban,1986,90284.04122754867,86.2311759575441,39,Budget
1188,5,1,Rural,2013,141862.53800001804,119.41291077442597,12,Budget
1303,5,3,Rural,2018,150871.1641257993,115.78753962072086,7,Budget
2582,5,2,Suburb,1959,269536.86364954524,104.3907295311949,66,High-End
2719,4,1,Urban,1961,271326.98286824056,99.78925445687406,64,High-End
2128,3,1,Rural,2019,267711.16907955625,125.80412080806215,6,High-End
1368,5,3,Rural,1957,144447.16965338076,105.59003629633096,68,Budget
2524,5,1,Rural,2009,179012.14519764011,70.9239877962124,16,Budget
1459,2,3,Suburb,2019,159227.81664844477,109.13489831970169,6,Budget
1246,2,2,Rural,1960,147312.22082406664,118.2281066003745,65,Budget
1263,3,3,Urban,2020,92737.047533431,73.42600754824308,5,Budget
2229,2,1,Urban,1972,115730.71817525392,51.92046575830145,53,Budget
2530,4,3,Urban,1980,225617.632329586,89.17692977453991,45,Mid-Range
1529,4,2,Rural,2021,230788.6542668361,150.94091188151478,4,Mid-Range
2387,4,3,Suburb,2010,230427.0445417844,96.53416193623141,15,Mid-Range
2786,5,3,Urban,1990,351719.8221765403,126.24544945317312,35,High-End
1749,3,3,Suburb,1992,209462.9879711077,119.76157116701413,33,Mid-Range
2363,4,2,Rural,1969,286734.3907295811,121.34337313989892,56,High-End
1406,4,1,Suburb,1994,64109.22540915072,45.59688862670748,31,Budget
1452,4,1,Rural,1953,176038.5619826318,121.23867905139932,72,Budget
2856,4,2,Suburb,2018,302648.2019143176,105.9692583733605,7,High-End
2900,4,1,Suburb,1978,358216.4983969023,123.52293048169044,47,High-End
1813,4,3,Rural,2017,202963.65099236905,111.94906287499671,8,Mid-Range
1577,3,3,Suburb,2007,255339.15350475695,161.91449175951612,18,Mid-Range
2871,4,1,Urban,2014,380392.2629722622,132.49469278030728,11,High-End
1964,3,3,Suburb,2009,208514.3538989862,106.16820463288504,16,Mid-Range
2173,3,2,Rural,1970,274517.85990101285,126.33127468983564,55,High-End
2216,3,3,Suburb,1966,229334.2879904972,103.49020216177671,59,Mid-Range
2931,4,2,Urban,2004,259868.6996092657,88.66212883291222,21,High-End
1146,4,3,Suburb,2000,64728.73326735402,56.48231524201922,25,Budget
1405,3,1,Suburb,1966,145843.31326633692,103.80306994045333,59,Budget
1182,3,1,Suburb,1967,123617.11233060516,104.58300535584193,58,Budget
2129,4,3,Rural,1957,251294.35229887484,118.0339841704438,68,Mid-Range
1235,2,2,Rural,2011,181112.89048191183,146.6501137505359,14,Budget
1637,2,2,Rural,1992,293163.61060271703,179.08589529793343,33,High-End
1957,2,2,Rural,1982,111537.0533740258,56.99389543895033,43,Budget
1178,4,2,Urban,1969,88256.82683839275,74.92090563530793,56,Budget
1431,3,2,Suburb,2017,95036.19038870605,66.41243213746056,8,Budget
2424,2,2,Urban,1951,245141.40823315215,101.13094399057432,74,Mid-Range
1524,5,2,Rural,1989,223368.52872709773,146.56727606764943,36,Mid-Range
1742,5,1,Urban,1984,195075.8892799964,111.98386296211045,41,Mid-Range
2563,3,1,Rural,2021,309113.8951904627,120.60627982460504,4,High-End
2914,5,1,Suburb,1967,294907.272674888,101.20359391725738,58,High-End
1322,4,1,Rural,2006,159183.38799407394,120.41103479128135,19,Budget
2284,5,3,Urban,1989,206436.2880596552,90.3836637739296,36,Mid-Range
2635,3,2,Rural,1995,250952.2679764086,95.23805236296342,30,Mid-Range
2723,2,1,Urban,2014,319810.80715477746,117.44796443436557,11,High-End
1398,4,2,Rural,2013,251481.9452653764,179.88694224991158,12,Mid-Range
1336,3,2,Rural,1952,155134.44642588584,116.11859762416604,73,Budget
2323,4,2,Urban,1996,284653.8465980129,122.5371702961743,29,High-End
1118,2,2,Rural,1956,74764.30041684865,66.87325618680559,69,Budget
2581,2,3,Rural,1963,194416.60196449893,75.32607592580354,62,Mid-Range
1412,2,2,Urban,1966,170685.99402430627,120.88243202854552,59,Budget
1579,4,1,Urban,1973,259861.11935378792,164.57322314996068,52,High-End
2407,5,1,Rural,1957,261167.5144455741,108.50332964087,68,High-End
2503,4,3,Urban,1965,307265.89457205473,122.75904697245495,60,High-End
1304,2,3,Urban,1960,244981.022506066,187.8688822899279,65,Mid-Range
2706,4,2,Urban,1986,304408.6634261656,112.49396283302498,39,High-End
2893,4,3,Rural,1977,352778.0085173612,121.94193173776743,48,High-End
1195,5,3,Urban,2013,142002.65575742972,118.83067427399976,12,Budget
1332,2,1,Rural,1956,127650.40488117744,95.83363729818126,69,Budget
2043,5,3,Suburb,1998,303615.25008037343,148.6124572101681,27,High-End
1622,2,1,Rural,1963,145250.29585827925,89.55012075109694,62,Budget
1657,3,1,Suburb,1998,248494.6763193109,149.9666121420102,27,Mid-Range
1703,2,1,Suburb,2003,96002.22292448276,56.37241510539211,22,Budget
2456,4,2,Suburb,1951,274837.0110917541,111.90432047709857,74,High-End
1882,3,1,Rural,1978,166440.82901155454,88.43827258849869,47,Budget
2449,4,3,Suburb,1962,307817.5794185651,125.69113083649044,63,High-End
2252,3,3,Suburb,1997,310401.50297648704,137.83370469648625,28,High-End
